hotelname,roomtype,country,city,propertytype,roomamenities,ratedescription,address,max,starrating
Wohlfuhlhotel Berwanger Hof,Standard Room Non-Smoking,Germany,Obermaiselstein,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Ironing facilities: ;Laptop workspace: ;Linens: ;On-demand movies: ;Satellite/cable channels: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Non-smoking, Shower, 2 single beds",Niederdorf 11,121.97,4
Wohlfuhlhotel Berwanger Hof,2 Single Beds Non-smoking,Germany,Obermaiselstein,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Ironing facilities: ;Linens: ;On-demand movies: ;Satellite/cable channels: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Non-smoking, Shower, 2 single beds",Niederdorf 11,121.97,4
Hotel Le Coudon,Twin Room,France,Sollies-Pont,Hotels,Air conditioning: ;Closet: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Telephone: ;Wake-up service: ;,"Room size: 16 m²/172 ft², Shower, 2 single beds",1 Impasse de l'Auberte,88.41,3
Hotel Le Coudon,Double Room,France,Sollies-Pont,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Telephone: ;,"Room size: 15 m²/161 ft², Shower, 1 double bed",1 Impasse de l'Auberte,88.41,3
Hotel Le Coudon,Double Room with Terrace,France,Sollies-Pont,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Telephone: ;,"Room size: 15 m²/161 ft², Balcony/terrace, Shower, 1 double bed",1 Impasse de l'Auberte,88.41,3
Villa Maria Relais,Queen Room with Garden View,Italy,Guidonia Montecelio,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Closet: ;Clothes dryer: ;Clothes rack: ;Coffee/tea maker: ;Dishwasher: ;Fan: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Interconnecting room(s) available: ;Ironing facilities: ;Linens: ;Mini bar: ;Mirror: ;Mosquito net: ;Private entrance: ;Refrigerator: ;Satellite/cable channels: ;Separate dining area: ;Slippers: ;Soundproofing: ;Toiletries: ;Towels: ;Wake-up service: ;Washing machine: ;,"Room size: 20 m²/215 ft², Balcony/terrace, Shower, Shared bathroom, Private pool, Kitchenette, 1 queen bed",Via Pedica delle Ginestre 16-18,76.25,4
Hotel Gromada Torun,Studio (2 Adults),Poland,Torun,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Linens: ;Refrigerator: ;Seating area: ;Sofa: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 27 m²/291 ft², Shower and bathtub, 1 king bed",Zeglarska 10/14,61.87,2
Hotel Gromada Torun,Standard Single Room,Poland,Torun,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Clothes rack: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Linens: ;Shower: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 10 m²/108 ft², 1 single bed",Zeglarska 10/14,61.87,2
Hotel Gromada Torun,Twin Room,Poland,Torun,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Clothes rack: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Linens: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 15 m²/161 ft², Shower, 2 single beds",Zeglarska 10/14,61.87,2
Hotel Gromada Torun,Double Room,Poland,Torun,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Clothes rack: ;Desk: ;Free bottled water: ;Free Wi-Fi in all rooms!: ;Heating: ;In-room safe box: ;Linens: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 15 m²/161 ft², Shower, 1 queen bed",Zeglarska 10/14,61.87,2
Qubus Hotel Lodz,Double Room,Poland,Lodz,Hotels,Air conditioning: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Telephone: ;,"Room size: 13 m²/140 ft², Shower, 1 queen bed",Al. Mickiewicza 7,82.8,3
Qubus Hotel Lodz,Single Room,Poland,Lodz,Hotels,Air conditioning: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Telephone: ;Wake-up service: ;,"Room size: 12 m²/129 ft², Shower, 1 single bed",Al. Mickiewicza 7,82.8,3
Qubus Hotel Lodz,Twin Room,Poland,Lodz,Hotels,Air conditioning: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Telephone: ;,"Room size: 13 m²/140 ft², Shower, 2 single beds",Al. Mickiewicza 7,82.8,3
Hotel Stiftswingert,Single Room,Germany,Mainz,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Desk: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Satellite/cable channels: ;Seating area: ;Telephone: ;Toiletries: ;Wake-up service: ;,"Room size: 12 m²/129 ft², Shower, 1 single bed",Am Stiftswingert 4,154.92,3
Hotel Stiftswingert,Double Room,Germany,Mainz,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Desk: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Satellite/cable channels: ;Seating area: ;Telephone: ;Toiletries: ;Wake-up service: ;,"Room size: 20 m²/215 ft², Shower, 2 single beds",Am Stiftswingert 4,154.92,3
Hotel Stiftswingert,Triple Room,Germany,Mainz,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Desk: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Satellite/cable channels: ;Seating area: ;Telephone: ;Toiletries: ;Wake-up service: ;,"Room size: 20 m²/215 ft², Shower, 3 single beds",Am Stiftswingert 4,154.92,3
Hotel Stiftswingert,Family Room,Germany,Mainz,Hotels,Air conditioning: ;Carpeting: ;Closet: ;Desk: ;Fan: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Satellite/cable channels: ;Seating area: ;Telephone: ;Toiletries: ;Wake-up service: ;,"Room size: 20 m²/215 ft², Shower, 4 single beds",Am Stiftswingert 4,154.92,3
Best Western Eglinton Arms Hotel,Standard Single Room,United Kingdom,Eaglesham,Hotels,Air conditioning: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Telephone: ;,"Free Wi-Fi, Extra low price! (non-refundable)","59 Gilmour Street, Eaglesham",88.7,3
Best Western Eglinton Arms Hotel,Standard Double Room,United Kingdom,Eaglesham,Hotels,Air conditioning: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Telephone: ;,"Free Wi-Fi, Extra low price! (non-refundable)","59 Gilmour Street, Eaglesham",88.7,3
Best Western Eglinton Arms Hotel,Double Single Use Standard,United Kingdom,Eaglesham,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;Telephone: ;TV: ;,"Free Wi-Fi, Extra low price! (non-refundable)","59 Gilmour Street, Eaglesham",88.7,3
Best Western Eglinton Arms Hotel,Superior Double Room,United Kingdom,Eaglesham,Hotels,Air conditioning: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Telephone: ;,"Free Wi-Fi, Extra low price! (non-refundable)","59 Gilmour Street, Eaglesham",88.7,3
Best Western Eglinton Arms Hotel,Superior Twin Room,United Kingdom,Eaglesham,Hotels,Air conditioning: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;Telephone: ;,"Free Wi-Fi, Extra low price! (non-refundable)","59 Gilmour Street, Eaglesham",88.7,3
ibis KoeIn Messe,Standard Room Twin Beds,Germany,Cologne,Hotels,Air conditioning: ;Alarm clock: ;Carpeting: ;Cleaning products: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;TV [flat screen]: ;Wake-up service: ;,"Room size: 16 m²/172 ft², Shower, 2 single beds","Brugelmannstr.1, Deutz, Cologne, Germany, Deutz",130.14,3
ibis KoeIn Messe,Standard Room 1 Double Bed,Germany,Cologne,Hotels,Air conditioning: ;Carpeting: ;Cleaning products: ;Daily housekeeping: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Satellite/cable channels: ;Smoke detector: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;,"Room size: 16 m²/172 ft², Shower, 1 queen bed","Brugelmannstr.1, Deutz, Cologne, Germany, Deutz",130.14,3
Marriott Hollins Hall Hotel and Country Club,One-Bedroom Suite,United Kingdom,Leeds,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Room size: 14 m²/151 ft², 1 double bed","Hollins Hill, Baildon, Shipley",208.02,4
Marriott Hollins Hall Hotel and Country Club,Standard Double Room,United Kingdom,Leeds,Hotels,Air conditioning: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;,"Room size: 14 m²/151 ft², 1 queen bed","Hollins Hill, Baildon, Shipley",208.02,4
Marriott Hollins Hall Hotel and Country Club,Standard Twin Room,United Kingdom,Leeds,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Shower: ;TV: ;,"Room size: 14 m²/151 ft², 2 single beds","Hollins Hill, Baildon, Shipley",208.02,4
Marriott Hollins Hall Hotel and Country Club,Standard Double Room with Two Double Beds,United Kingdom,Leeds,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Room size: 14 m²/151 ft², 2 double beds","Hollins Hill, Baildon, Shipley",208.02,4
Marriott Hollins Hall Hotel and Country Club,Superior Double Room,United Kingdom,Leeds,Hotels,Air conditioning: ;Coffee/tea maker: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;In-room safe box: ;Satellite/cable channels: ;Shower: ;,"Room size: 14 m²/151 ft², 1 queen bed","Hollins Hill, Baildon, Shipley",208.02,4
Marriott Hollins Hall Hotel and Country Club,Suite,United Kingdom,Leeds,Hotels,Air conditioning: ;Free Wi-Fi in all rooms!: ;In-room safe box: ;Shower: ;TV: ;,"Room size: 14 m²/151 ft², 1 double bed","Hollins Hill, Baildon, Shipley",208.02,4
Pytloun Boutique Hotel Prague,Standard Double or Twin Room,Czech Republic,Prague,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Carpeting: ;Cleaning products: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Shower: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;Wooden/parqueted flooring: ;,"Room size: 24 m²/258 ft², 1 queen bed or 2 single beds",Vaclavske namesti 779/16,291.17,4
Pytloun Boutique Hotel Prague,Superior Double or Twin Room with Spa Bath,Czech Republic,Prague,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Carpeting: ;Cleaning products: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Shower: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;Wooden/parqueted flooring: ;,"Room size: 24 m²/258 ft², 1 queen bed or 2 single beds",Vaclavske namesti 779/16,291.17,4
Pytloun Boutique Hotel Prague,Superior Double or Twin Room with Balcony and Spa Bath,Czech Republic,Prague,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Carpeting: ;Cleaning products: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Shower: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;Wooden/parqueted flooring: ;,"Room size: 26 m²/280 ft², Balcony/terrace, 1 queen bed or 2 single beds",Vaclavske namesti 779/16,291.17,4
Pytloun Boutique Hotel Prague,Superior Double or Twin Room with Extra Bed and Spa Bath,Czech Republic,Prague,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Carpeting: ;Cleaning products: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Shower: ;Smoke detector: ;Sofa: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;Wooden/parqueted flooring: ;,"Room size: 24 m²/258 ft², 1 king bed and 1 sofa bed or 1 sofa bed and 2 single beds",Vaclavske namesti 779/16,291.17,4
Pytloun Boutique Hotel Prague,Superior Family Room with Spa Bath,Czech Republic,Prague,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Carpeting: ;Cleaning products: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Shower: ;Smoke detector: ;Sofa: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;Wooden/parqueted flooring: ;,"Room size: 30 m²/323 ft², 2 single beds and 1 queen bed",Vaclavske namesti 779/16,291.17,4
Pytloun Boutique Hotel Prague,Family Room with Spa Bath and Balcony,Czech Republic,Prague,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Carpeting: ;Cleaning products: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Shower: ;Smoke detector: ;Sofa: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;Wooden/parqueted flooring: ;,"Room size: 30 m²/323 ft², Balcony/terrace, 2 single beds and 1 queen bed",Vaclavske namesti 779/16,291.17,4
Pytloun Boutique Hotel Prague,Deluxe Double or Twin Room,Czech Republic,Prague,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Carpeting: ;Cleaning products: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 30 m²/323 ft², Shower and bathtub, 1 queen bed or 2 single beds",Vaclavske namesti 779/16,291.17,4
Pytloun Boutique Hotel Prague,Deluxe Family Room,Czech Republic,Prague,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Carpeting: ;Cleaning products: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Shower: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Wooden/parqueted flooring: ;,"Room size: 46 m²/495 ft², 2 single beds and 1 queen bed",Vaclavske namesti 779/16,291.17,4
Pytloun Boutique Hotel Prague,Royal Family Room,Czech Republic,Prague,Hotels,Air conditioning: ;Alarm clock: ;Bathrobes: ;Carpeting: ;Cleaning products: ;Closet: ;Clothes rack: ;Coffee/tea maker: ;Desk: ;Free Wi-Fi in all rooms!: ;Hair dryer: ;Heating: ;In-room safe box: ;Ironing facilities: ;Laptop safe box: ;Linens: ;Mini bar: ;Mirror: ;Satellite/cable channels: ;Seating area: ;Shower: ;Smoke detector: ;Soundproofing: ;Telephone: ;Toiletries: ;Towels: ;Wake-up service: ;Whirlpool bathtub: ;Wooden/parqueted flooring: ;,"Room size: 46 m²/495 ft², 2 queen beds",Vaclavske namesti 779/16,291.17,4
